label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
South1994,Item,http://127.0.0.1/South1994,"South, Nancy",1994,No,Labour Contracts in Inter-War BC Mines,University of Victoria,,"{""Author"" : ""South, Nancy"", ""Year"" : ""1994"",""label"" : ""South1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/South1994"", ""cleanTitle"" : ""Labour Contracts in Inter-War BC Mines"", ""Institution"" : ""University of Victoria""},",Labour Contracts in Inter-War BC Mines,1,,,,No,,,South
Sparks1987,Item,http://127.0.0.1/Sparks1987,"Sparks, Gordon",1987,Yes,"Canadian Business Cycles, 1870-1939: An Econometric Analysis Using the New National Accounts Estimates",Queen's University,"Green, Alan","{""Author"" : ""Sparks, Gordon"", ""Year"" : ""1987"",""label"" : ""Sparks1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sparks1987"", ""cleanTitle"" : ""Canadian Business Cycles, 1870-1939: An Econometric Analysis Using the New National Accounts Estimates"", ""Institution"" : ""Queen's University""},","Canadian Business Cycles, 1870-1939: An Econometric Analysis Using the New National Accounts Estimates",,,"Green, Alan",,No,,,Sparks
Sparks1990,Item,http://127.0.0.1/Sparks1990,"Sparks, Gordon",1990,Yes,"A Macro Model of the Canadian Economy, 1870-1939",Queen's University,"Green, Alan","{""Author"" : ""Sparks, Gordon"", ""Year"" : ""1990"",""label"" : ""Sparks1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sparks1990"", ""cleanTitle"" : ""A Macro Model of the Canadian Economy, 1870-1939"", ""Institution"" : ""Queen's University""},","A Macro Model of the Canadian Economy, 1870-1939",,,"Green, Alan",,No,,,Sparks
St1992,Item,http://127.0.0.1/St1992,"St-Hilaire, M.",1992,Yes,"The Growth and Spatial Distribution of the Dairy Industry in the Regions of Quebec, 1871-1951",Université du Québec a Chicoutimi,"Thibeault, R.","{""Author"" : ""St-Hilaire, M."", ""Year"" : ""1992"",""label"" : ""St1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/St1992"", ""cleanTitle"" : ""The Growth and Spatial Distribution of the Dairy Industry in the Regions of Quebec, 1871-1951"", ""Institution"" : ""Université du Québec a Chicoutimi""},","The Growth and Spatial Distribution of the Dairy Industry in the Regions of Quebec, 1871-1951",1,,"Thibeault, R.",,No,Undirected,1,St
Steele1973,Item,http://127.0.0.1/Steele1973,"Steele, Marion",1973,No,"Dwelling Starts, 1867-1920",University of Guelph,,"{""Author"" : ""Steele, Marion"", ""Year"" : ""1973"",""label"" : ""Steele1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Steele1973"", ""cleanTitle"" : ""Dwelling Starts, 1867-1920"", ""Institution"" : ""University of Guelph""},","Dwelling Starts, 1867-1920",1,,,,No,,,Steele
Strong1997,Item,http://127.0.0.1/Strong1997,"Strong, Paul",1997,No,"Cyprus, More Than A Sum of Its Parts? Estimating the Long-Run Cost of Division",London School of Economics,,"{""Author"" : ""Strong, Paul"", ""Year"" : ""1997"",""label"" : ""Strong1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Strong1997"", ""cleanTitle"" : ""Cyprus, More Than A Sum of Its Parts? Estimating the Long-Run Cost of Division"", ""Institution"" : ""London School of Economics""},","Cyprus, More Than A Sum of Its Parts? Estimating the Long-Run Cost of Division",1,,,,No,,,Strong
Studer2006,Item,http://127.0.0.1/Studer2006,"Studer, Roman",2006,No,India and the Great Divergence: assessing the efficiency of grain markets in 18th and 19th century India.,,,"{""Author"" : ""Studer, Roman"", ""Year"" : ""2006"",""label"" : ""Studer2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Studer2006"", ""cleanTitle"" : ""India and the Great Divergence: assessing the efficiency of grain markets in 18th and 19th century India"", ""Institution"" : """"},",India and the Great Divergence: assessing the efficiency of grain markets in 18th and 19th century India,1,,,,No,,,Studer
Sussman2006,Item,http://127.0.0.1/Sussman2006,"Sussman, Nathan",2006,No,Income Inequality in Paris in the Heyday of the Commercial Revolution.,,,"{""Author"" : ""Sussman, Nathan"", ""Year"" : ""2006"",""label"" : ""Sussman2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sussman2006"", ""cleanTitle"" : ""Income Inequality in Paris in the Heyday of the Commercial Revolution"", ""Institution"" : """"},",Income Inequality in Paris in the Heyday of the Commercial Revolution,1,,,,No,,,Sussman
Sutthiphisal2005,Item,http://127.0.0.1/Sutthiphisal2005,"Sutthiphisal, Dhanoos",2005,No,Learning-by-Producing and the geographic Links Between Invention and Production: Experience from the Second Industrial Revolution,McGill University,,"{""Author"" : ""Sutthiphisal, Dhanoos"", ""Year"" : ""2005"",""label"" : ""Sutthiphisal2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sutthiphisal2005"", ""cleanTitle"" : ""Learning-by-Producing and the geographic Links Between Invention and Production: Experience from the Second Industrial Revolution"", ""Institution"" : ""McGill University""},",Learning-by-Producing and the geographic Links Between Invention and Production: Experience from the Second Industrial Revolution,1,,,,No,,,Sutthiphisal
Sutthiphisal2006,Item,http://127.0.0.1/Sutthiphisal2006,"Sutthiphisal, Dhanoos",2006,Yes,The introduction of electric technology and overall inventive activity during the Second Industrial Revolution.,McGill University,"Lo, Shih Tse","{""Author"" : ""Sutthiphisal, Dhanoos"", ""Year"" : ""2006"",""label"" : ""Sutthiphisal2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Sutthiphisal2006"", ""cleanTitle"" : ""The introduction of electric technology and overall inventive activity during the Second Industrial Revolution"", ""Institution"" : ""McGill University""},",The introduction of electric technology and overall inventive activity during the Second Industrial Revolution,,,"Lo, Shih Tse",,No,,,Sutthiphisal
Sutthiphisal2008,Item,http://127.0.0.1/Bordo2000,"Sutthiphisal, Dhanoos",2008,No,"Location, Location, Location: Why Do Inventors Move?",McGill University,,"{""Author"" : ""Sutthiphisal, Dhanoos"", ""Year"" : ""2008"",""label"" : ""Sutthiphisal2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Location, Location, Location: Why Do Inventors Move?"", ""Institution"" : ""McGill University""},","Location, Location, Location: Why Do Inventors Move?",1,,,,No,,,Sutthiphisal
Szostak1989,Item,http://127.0.0.1/Szostak1989,"Szostak, Rick",1989,Yes,The Political Economy of the Abolition of Seigneurial Tenure,University of Alberta,"Percy, Michael","{""Author"" : ""Szostak, Rick"", ""Year"" : ""1989"",""label"" : ""Szostak1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Szostak1989"", ""cleanTitle"" : ""The Political Economy of the Abolition of Seigneurial Tenure"", ""Institution"" : ""University of Alberta""},",The Political Economy of the Abolition of Seigneurial Tenure,,,"Percy, Michael",,No,,,Szostak
Szostak1990,Item,http://127.0.0.1/Szostak1990,"Szostak, Rick",1990,No,A Microeconomic History of the Depression,University of Alberta,,"{""Author"" : ""Szostak, Rick"", ""Year"" : ""1990"",""label"" : ""Szostak1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Szostak1990"", ""cleanTitle"" : ""A Microeconomic History of the Depression"", ""Institution"" : ""University of Alberta""},",A Microeconomic History of the Depression,1,,,,No,,,Szostak
Szostak1992,Item,http://127.0.0.1/Szostak1992,"Szostak, Rick",1992,No,The Great Depression: A Technological Explanation,University of Alberta,,"{""Author"" : ""Szostak, Rick"", ""Year"" : ""1992"",""label"" : ""Szostak1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Szostak1992"", ""cleanTitle"" : ""The Great Depression: A Technological Explanation"", ""Institution"" : ""University of Alberta""},",The Great Depression: A Technological Explanation,1,,,,No,,,Szostak
Szostak1997,Item,http://127.0.0.1/Szostak1997,"Szostak, Rick",1997,No,A Post-Confederation Canadian History CD-ROM,University of Alberta,,"{""Author"" : ""Szostak, Rick"", ""Year"" : ""1997"",""label"" : ""Szostak1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Szostak1997"", ""cleanTitle"" : ""A Post-Confederation Canadian History CD-ROM"", ""Institution"" : ""University of Alberta""},",A Post-Confederation Canadian History CD-ROM,1,,,,No,,,Szostak
Szostak1999,Item,http://127.0.0.1/Szostak1999,"Szostak, Rick",1999,Yes,Institutional Change in the Early NFLD Fishery.,University of Alberta,"Norrie, Ken","{""Author"" : ""Szostak, Rick"", ""Year"" : ""1999"",""label"" : ""Szostak1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Szostak1999"", ""cleanTitle"" : ""Institutional Change in the Early NFLD Fishery"", ""Institution"" : ""University of Alberta""},",Institutional Change in the Early NFLD Fishery,,,"Norrie, Ken",,No,,,Szostak
Tassonyi1979,Item,http://127.0.0.1/Tassonyi1979,"Tassonyi, Almos",1979,No,Agricultural Development in Late Ninetenth Century Ontario,Laurentian University of Sudbury,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""1979"",""label"" : ""Tassonyi1979"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tassonyi1979"", ""cleanTitle"" : ""Agricultural Development in Late Ninetenth Century Ontario"", ""Institution"" : ""Laurentian University of Sudbury""},",Agricultural Development in Late Ninetenth Century Ontario,1,,,,No,,,Tassonyi
Tassonyi1982,Item,http://127.0.0.1/Tassonyi1982,"Tassonyi, Almos",1982,No,"Changing Field Crop Patterns in Ontario Agriculture, 1850-1900.",University of Toronto,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""1982"",""label"" : ""Tassonyi1982"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tassonyi1982"", ""cleanTitle"" : ""Changing Field Crop Patterns in Ontario Agriculture, 1850-1900"", ""Institution"" : ""University of Toronto""},","Changing Field Crop Patterns in Ontario Agriculture, 1850-1900",1,,,,No,,,Tassonyi
Tassonyi1995,Item,http://127.0.0.1/Tassonyi1995,"Tassonyi, Almos",1995,No,Half a Century of Municipal Finance in Ontario,Ontario Ministry of Municipal Affairs,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""1995"",""label"" : ""Tassonyi1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tassonyi1995"", ""cleanTitle"" : ""Half a Century of Municipal Finance in Ontario"", ""Institution"" : ""Ontario Ministry of Municipal Affairs""},",Half a Century of Municipal Finance in Ontario,1,,,,No,,,Tassonyi
Tassonyi1997,Item,http://127.0.0.1/Tassonyi1997,"Tassonyi, Almos",1997,No,Shared Tax Bases and Local Expenditure Decisions: A Comparison of Historical Episodes,University of Toronto,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""1997"",""label"" : ""Tassonyi1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tassonyi1997"", ""cleanTitle"" : ""Shared Tax Bases and Local Expenditure Decisions: A Comparison of Historical Episodes"", ""Institution"" : ""University of Toronto""},",Shared Tax Bases and Local Expenditure Decisions: A Comparison of Historical Episodes,1,,,,No,,,Tassonyi
Tassonyi2005,Item,http://127.0.0.1/Tassonyi2005,"Tassonyi, Almos",2005,No,"Education, Debt Capacity and the hard Budget Constraint for Ontario Municipalities in the 1950s",University of Calgary,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""2005"",""label"" : ""Tassonyi2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tassonyi2005"", ""cleanTitle"" : ""Education, Debt Capacity and the hard Budget Constraint for Ontario Municipalities in the 1950s"", ""Institution"" : ""University of Calgary""},","Education, Debt Capacity and the hard Budget Constraint for Ontario Municipalities in the 1950s",1,,,,No,,,Tassonyi
Tassonyi2011,Item,http://127.0.0.1/Tassonyi2011,"Tassonyi, Almos",2011,No,"Education Finance in the Slump: Ontario, 1921-1941",Ontario Ministry of Finance,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""2011"",""label"" : ""Tassonyi2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tassonyi2011"", ""cleanTitle"" : ""Education Finance in the Slump: Ontario, 1921-1941"", ""Institution"" : ""Ontario Ministry of Finance""},","Education Finance in the Slump: Ontario, 1921-1941",1,,,,No,,,Tassonyi
TassonyiA2014,Item,pdfs/2014/tassonyi.pdf,"Tassonyi, Almos",2014,No,"Tax, Borrow, and Spend: Municipal Finance in Ontario, 1886-1941",Ryerson University,,"{""Author"" : ""Tassonyi, Almos"", ""Year"" : ""2014"",""label"" : ""TassonyiA2014"", ""type"" : ""Item"", ""uri"" : ""pdfs/2014/tassonyi.pdf"", ""cleanTitle"" : ""Tax, Borrow, and Spend: Municipal Finance in Ontario, 1886-1941"", ""Institution"" : ""Ryerson University""},","Tax, Borrow, and Spend: Municipal Finance in Ontario, 1886-1941",1,,,,No,,,Tassonyi
Taylor1997,Item,http://127.0.0.1/Taylor1997,"Taylor, Rebecca",1997,No,"Canadian-UK Trade Relations, 1946-1950 (Research Report)",University of Portsmouth,,"{""Author"" : ""Taylor, Rebecca"", ""Year"" : ""1997"",""label"" : ""Taylor1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Taylor1997"", ""cleanTitle"" : ""Canadian-UK Trade Relations, 1946-1950 (Research Report)"", ""Institution"" : ""University of Portsmouth""},","Canadian-UK Trade Relations, 1946-1950 (Research Report)",1,,,,No,,,Taylor
Thibeault1992,Item,http://127.0.0.1/Thibeault1992,"Thibeault, R.",1992,Yes,"The Growth and Spatial Distribution of the Dairy Industry in the Regions of Quebec, 1871-1951",Université du Québec a Chicoutimi,"St-Hilaire, M.","{""Author"" : ""Thibeault, R."", ""Year"" : ""1992"",""label"" : ""Thibeault1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Thibeault1992"", ""cleanTitle"" : ""The Growth and Spatial Distribution of the Dairy Industry in the Regions of Quebec, 1871-1951"", ""Institution"" : ""Université du Québec a Chicoutimi""},","The Growth and Spatial Distribution of the Dairy Industry in the Regions of Quebec, 1871-1951",,,"St-Hilaire, M.",,No,,,Thibeault
Thille1997,Item,http://127.0.0.1/Thille1997,"Thille, Henry",1997,Yes,"Tariffs and Concentration: The Formation of Imperial Oil, 1873-1880",University of Winnipeg,"Grant, Hugh","{""Author"" : ""Thille, Henry"", ""Year"" : ""1997"",""label"" : ""Thille1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Thille1997"", ""cleanTitle"" : ""Tariffs and Concentration: The Formation of Imperial Oil, 1873-1880"", ""Institution"" : ""University of Winnipeg""},","Tariffs and Concentration: The Formation of Imperial Oil, 1873-1880",,,"Grant, Hugh",,No,,,Thille
Thomas1978,Item,http://127.0.0.1/Bertram1973,"Thomas, Brinley",1978,No,Long Swings in the Atlantic Economy of the Eighteenth Century,Queen's University,,"{""Author"" : ""Thomas, Brinley"", ""Year"" : ""1978"",""label"" : ""Thomas1978"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""Long Swings in the Atlantic Economy of the Eighteenth Century"", ""Institution"" : ""Queen's University""},",Long Swings in the Atlantic Economy of the Eighteenth Century,1,,,,No,,,Thomas
Thomas1994,Item,http://127.0.0.1/Thomas1994,"Thomas, Mark",1994,No,The Australian Economy in a Canadian Mirror 1890-1914,University of Virgina,,"{""Author"" : ""Thomas, Mark"", ""Year"" : ""1994"",""label"" : ""Thomas1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Thomas1994"", ""cleanTitle"" : ""The Australian Economy in a Canadian Mirror 1890-1914"", ""Institution"" : ""University of Virgina""},",The Australian Economy in a Canadian Mirror 1890-1914,1,,,,No,,,Thomas
Tomczak2002,Item,http://127.0.0.1/Tomczak2002,"Tomczak, Peter",2002,Yes,Passenger Shipping Cartels and Their Effect on Transatlantic Migration.,"University of Michigan, Ann Arbor","Deltas, George;Sicotte, Richard","{""Author"" : ""Tomczak, Peter"", ""Year"" : ""2002"",""label"" : ""Tomczak2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tomczak2002"", ""cleanTitle"" : ""Passenger Shipping Cartels and Their Effect on Transatlantic Migration"", ""Institution"" : ""University of Michigan, Ann Arbor""},",Passenger Shipping Cartels and Their Effect on Transatlantic Migration,,,"Sicotte, Richard","Deltas, George",Yes,,,Tomczak
Treble1997,Item,http://127.0.0.1/Treble1997,"Treble, John",1997,No,"Productivity in British Coal Mining: A Study Using Microdata, 1890-93",University of Wales,,"{""Author"" : ""Treble, John"", ""Year"" : ""1997"",""label"" : ""Treble1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Treble1997"", ""cleanTitle"" : ""Productivity in British Coal Mining: A Study Using Microdata, 1890-93"", ""Institution"" : ""University of Wales""},","Productivity in British Coal Mining: A Study Using Microdata, 1890-93",1,,,,No,,,Treble
Troost2008,Item,http://127.0.0.1/Bordo2000,"Troost, William",2008,No,Peer to Peer: Lifetime Learning and the Evolution of the Gender Literacy Gap,University of British Columbia,,"{""Author"" : ""Troost, William"", ""Year"" : ""2008"",""label"" : ""Troost2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Peer to Peer: Lifetime Learning and the Evolution of the Gender Literacy Gap"", ""Institution"" : ""University of British Columbia""},",Peer to Peer: Lifetime Learning and the Evolution of the Gender Literacy Gap,1,,,,No,,,Troost
Tulchinsky1984,Item,http://127.0.0.1/Tulchinsky1984,"Tulchinsky, Gerald",1984,No,The Rise of the Ready-Made Clothing Industry in Canada,Queen's University,,"{""Author"" : ""Tulchinsky, Gerald"", ""Year"" : ""1984"",""label"" : ""Tulchinsky1984"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Tulchinsky1984"", ""cleanTitle"" : ""The Rise of the Ready-Made Clothing Industry in Canada"", ""Institution"" : ""Queen's University""},",The Rise of the Ready-Made Clothing Industry in Canada,1,,,,No,,,Tulchinsky
